"page_id","phrase_id","source_lane","pageKind","relationship_id","source_kind","source_id","target_kind","target_id","relation_type","display_label","reason","sort_order","generated_relation_source_path","source_path","proposed_target_page_id","proposed_relation_type","proposed_display_label","proposed_reason","review_status","import_approval","approved_by","approved_at"
"viet-phrase-v500-hote-acco-the-door-does-not-lock","v500-hote-acco-the-door-does-not-lock","tier1","phrase","relation:05e9e3c65c57efc8","phrase_page","viet-phrase-v500-hote-acco-the-door-does-not-lock","phrase_page","viet-phrase-hotel-checkout","see_also","When to use it","Authored When to use it row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/tier-one/hotel-accommodation/v500-hote-acco-the-door-does-not-lock.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-door-does-not-lock","v500-hote-acco-the-door-does-not-lock","tier1","phrase","relation:aea509ba79637fdc","phrase_page","viet-phrase-v500-hote-acco-the-door-does-not-lock","phrase_page","viet-phrase-v500-hote-acco-the-electricity-is-out","next_step_after","Explore next","Fallback Explore next row from neighboring phrases in the same travel category.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/tier-one/hotel-accommodation/v500-hote-acco-the-door-does-not-lock.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-door-does-not-lock","v500-hote-acco-the-door-does-not-lock","tier1","phrase","relation:b885cd73d9602308","phrase_page","viet-phrase-v500-hote-acco-the-door-does-not-lock","phrase_page","viet-phrase-hotel-6","see_also","Local tip","Authored Local tip row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/tier-one/hotel-accommodation/v500-hote-acco-the-door-does-not-lock.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-door-does-not-lock","v500-hote-acco-the-door-does-not-lock","tier1","phrase","relation:bb8aa45c48acd782","phrase_page","viet-phrase-v500-hote-acco-the-door-does-not-lock","phrase_page","viet-phrase-hotel-1","see_also","Traveler insight","Authored Traveler insight row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/tier-one/hotel-accommodation/v500-hote-acco-the-door-does-not-lock.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-door-does-not-lock","v500-hote-acco-the-door-does-not-lock","tier1","phrase","relation:54c19a1a100f5efa","phrase_page","viet-phrase-v500-hote-acco-the-door-does-not-lock","phrase_page","viet-phrase-hotel-2","see_also","Traveler insight","Authored Traveler insight row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/tier-one/hotel-accommodation/v500-hote-acco-the-door-does-not-lock.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-door-does-not-lock","v500-hote-acco-the-door-does-not-lock","tier1","phrase","relation:62b443f85b71804f","phrase_page","viet-phrase-v500-hote-acco-the-door-does-not-lock","phrase_page","viet-phrase-hotel-4","see_also","When to use it","Authored When to use it row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/tier-one/hotel-accommodation/v500-hote-acco-the-door-does-not-lock.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-door-does-not-lock","v500-hote-acco-the-door-does-not-lock","tier1","phrase","relation:6baf515a9e090730","phrase_page","viet-phrase-v500-hote-acco-the-door-does-not-lock","phrase_page","viet-phrase-hotel-premium-late-checkout","next_step_after","Explore next","Fallback Explore next row from neighboring phrases in the same travel category.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/tier-one/hotel-accommodation/v500-hote-acco-the-door-does-not-lock.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-door-does-not-lock","v500-hote-acco-the-door-does-not-lock","tier1","phrase","relation:89d4684e7398b0b7","phrase_page","viet-phrase-v500-hote-acco-the-door-does-not-lock","phrase_page","viet-phrase-hotel-7","see_also","Local tip","Authored Local tip row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/tier-one/hotel-accommodation/v500-hote-acco-the-door-does-not-lock.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-door-does-not-lock","v500-hote-acco-the-door-does-not-lock","tier1","phrase","relation:1b90f2a3465013a6","phrase_page","viet-phrase-v500-hote-acco-the-door-does-not-lock","phrase_page","viet-phrase-v500-hote-acco-can-someone-come-fix-it","next_step_after","Explore next","Fallback Explore next row from neighboring phrases in the same travel category.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/tier-one/hotel-accommodation/v500-hote-acco-the-door-does-not-lock.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-door-does-not-lock","v500-hote-acco-the-door-does-not-lock","tier1","phrase","relation:3c36d30c7f7ef264","phrase_page","viet-phrase-v500-hote-acco-the-door-does-not-lock","phrase_page","viet-phrase-hotel-3","see_also","Traveler insight","Authored Traveler insight row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/tier-one/hotel-accommodation/v500-hote-acco-the-door-does-not-lock.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-door-does-not-lock","v500-hote-acco-the-door-does-not-lock","tier1","phrase","relation:ffa1652cb2857051","phrase_page","viet-phrase-v500-hote-acco-the-door-does-not-lock","phrase_page","viet-phrase-hotel-5","see_also","When to use it","Authored When to use it row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/tier-one/hotel-accommodation/v500-hote-acco-the-door-does-not-lock.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-electricity-is-out","v500-hote-acco-the-electricity-is-out","catalog-promoted","phrase","relation:00d24517a09e3d4f","phrase_page","viet-phrase-v500-hote-acco-the-electricity-is-out","phrase_page","viet-phrase-hotel-3","next_step_after","Explore next","Authored Explore next row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-electricity-is-out.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-electricity-is-out","v500-hote-acco-the-electricity-is-out","catalog-promoted","phrase","relation:d7609492b27b79ff","phrase_page","viet-phrase-v500-hote-acco-the-electricity-is-out","phrase_page","viet-phrase-hotel-1","see_also","Useful nearby phrases","Authored Useful nearby phrases row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-electricity-is-out.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-electricity-is-out","v500-hote-acco-the-electricity-is-out","catalog-promoted","phrase","relation:b33353727726b46c","phrase_page","viet-phrase-v500-hote-acco-the-electricity-is-out","phrase_page","viet-phrase-hotel-2","see_also","Useful nearby phrases","Authored Useful nearby phrases row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-electricity-is-out.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-electricity-is-out","v500-hote-acco-the-electricity-is-out","catalog-promoted","phrase","relation:da5772ae8b633f6d","phrase_page","viet-phrase-v500-hote-acco-the-electricity-is-out","phrase_page","viet-phrase-hotel-quiet-room","next_step_after","Explore next","Authored Explore next row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-electricity-is-out.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-electricity-is-out","v500-hote-acco-the-electricity-is-out","catalog-promoted","phrase","relation:d39844b0023af16f","phrase_page","viet-phrase-v500-hote-acco-the-electricity-is-out","phrase_page","viet-phrase-hotel-check-in-polite","see_also","Useful nearby phrases","Authored Useful nearby phrases row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-electricity-is-out.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-electricity-is-out","v500-hote-acco-the-electricity-is-out","catalog-promoted","phrase","relation:d8cebfa0ddf794f4","phrase_page","viet-phrase-v500-hote-acco-the-electricity-is-out","phrase_page","viet-phrase-hotel-checkout","next_step_after","Explore next","Authored Explore next row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-electricity-is-out.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-electricity-is-out","v500-hote-acco-the-electricity-is-out","catalog-promoted","phrase","relation:4ff733639fe2b3b5","phrase_page","viet-phrase-v500-hote-acco-the-electricity-is-out","phrase_page","viet-phrase-hotel-4","next_step_after","Explore next","Authored Explore next row links these phrase pages.","3","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-electricity-is-out.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-electricity-is-out","v500-hote-acco-the-electricity-is-out","catalog-promoted","phrase","relation:05d188138b1b78f5","phrase_page","viet-phrase-v500-hote-acco-the-electricity-is-out","phrase_page","viet-phrase-hotel-5","next_step_after","Explore next","Authored Explore next row links these phrase pages.","4","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-electricity-is-out.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-room-is-not-clean","v500-hote-acco-the-room-is-not-clean","catalog-promoted","phrase","relation:b79acee122796283","phrase_page","viet-phrase-v500-hote-acco-the-room-is-not-clean","phrase_page","viet-phrase-hotel-3","next_step_after","Explore next","Authored Explore next row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-room-is-not-clean.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-room-is-not-clean","v500-hote-acco-the-room-is-not-clean","catalog-promoted","phrase","relation:c166ff20cd0d857b","phrase_page","viet-phrase-v500-hote-acco-the-room-is-not-clean","phrase_page","viet-phrase-hotel-1","see_also","Useful nearby phrases","Authored Useful nearby phrases row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-room-is-not-clean.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-room-is-not-clean","v500-hote-acco-the-room-is-not-clean","catalog-promoted","phrase","relation:22aa0bd8145aad2c","phrase_page","viet-phrase-v500-hote-acco-the-room-is-not-clean","phrase_page","viet-phrase-hotel-2","see_also","Useful nearby phrases","Authored Useful nearby phrases row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-room-is-not-clean.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-room-is-not-clean","v500-hote-acco-the-room-is-not-clean","catalog-promoted","phrase","relation:4af053de912888d6","phrase_page","viet-phrase-v500-hote-acco-the-room-is-not-clean","phrase_page","viet-phrase-hotel-quiet-room","next_step_after","Explore next","Authored Explore next row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-room-is-not-clean.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-room-is-not-clean","v500-hote-acco-the-room-is-not-clean","catalog-promoted","phrase","relation:9eee28541326ff0c","phrase_page","viet-phrase-v500-hote-acco-the-room-is-not-clean","phrase_page","viet-phrase-hotel-checkout","next_step_after","Explore next","Authored Explore next row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-room-is-not-clean.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-room-is-not-clean","v500-hote-acco-the-room-is-not-clean","catalog-promoted","phrase","relation:d28f7dd0332b1c68","phrase_page","viet-phrase-v500-hote-acco-the-room-is-not-clean","phrase_page","viet-phrase-hotel-check-in-polite","see_also","Useful nearby phrases","Authored Useful nearby phrases row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-room-is-not-clean.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-room-is-not-clean","v500-hote-acco-the-room-is-not-clean","catalog-promoted","phrase","relation:6a396dbbf490b978","phrase_page","viet-phrase-v500-hote-acco-the-room-is-not-clean","phrase_page","viet-phrase-hotel-4","next_step_after","Explore next","Authored Explore next row links these phrase pages.","3","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-room-is-not-clean.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-room-is-not-clean","v500-hote-acco-the-room-is-not-clean","catalog-promoted","phrase","relation:e645761629abeb24","phrase_page","viet-phrase-v500-hote-acco-the-room-is-not-clean","phrase_page","viet-phrase-hotel-5","next_step_after","Explore next","Authored Explore next row links these phrase pages.","4","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-room-is-not-clean.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-room-is-too-noisy","v500-hote-acco-the-room-is-too-noisy","catalog-promoted","phrase","relation:05edee6091d230a1","phrase_page","viet-phrase-v500-hote-acco-the-room-is-too-noisy","phrase_page","viet-phrase-hotel-check-in-polite","next_step_after","Explore next","Authored Explore next row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-room-is-too-noisy.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-room-is-too-noisy","v500-hote-acco-the-room-is-too-noisy","catalog-promoted","phrase","relation:269adc17cc0f98c7","phrase_page","viet-phrase-v500-hote-acco-the-room-is-too-noisy","phrase_page","viet-phrase-hotel-premium-too-noisy","see_also","Useful nearby phrases","Authored Useful nearby phrases row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-room-is-too-noisy.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-room-is-too-noisy","v500-hote-acco-the-room-is-too-noisy","catalog-promoted","phrase","relation:12771e9c2a6b896c","phrase_page","viet-phrase-v500-hote-acco-the-room-is-too-noisy","phrase_page","viet-phrase-hotel-3","next_step_after","Explore next","Authored Explore next row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-room-is-too-noisy.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-room-is-too-noisy","v500-hote-acco-the-room-is-too-noisy","catalog-promoted","phrase","relation:1f0fa4af0fa9014e","phrase_page","viet-phrase-v500-hote-acco-the-room-is-too-noisy","phrase_page","viet-phrase-hotel-premium-too-noisy","same_need_alt_context","Main phrase","Variant points back to the main phrase in the same travel need.","1","native-ios/Resources/viet-phrase-catalog.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-room-is-too-noisy.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-room-is-too-noisy","v500-hote-acco-the-room-is-too-noisy","catalog-promoted","phrase","relation:dcd99f78af4bf5d2","phrase_page","viet-phrase-v500-hote-acco-the-room-is-too-noisy","phrase_page","viet-phrase-hotel-1","see_also","Useful nearby phrases","Authored Useful nearby phrases row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-room-is-too-noisy.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-room-is-too-noisy","v500-hote-acco-the-room-is-too-noisy","catalog-promoted","phrase","relation:59ccf30ba4d264c4","phrase_page","viet-phrase-v500-hote-acco-the-room-is-too-noisy","phrase_page","viet-phrase-hotel-quiet-room","next_step_after","Explore next","Authored Explore next row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-room-is-too-noisy.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-room-is-too-noisy","v500-hote-acco-the-room-is-too-noisy","catalog-promoted","phrase","relation:653d20471f12c615","phrase_page","viet-phrase-v500-hote-acco-the-room-is-too-noisy","phrase_page","viet-phrase-hotel-2","see_also","Useful nearby phrases","Authored Useful nearby phrases row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-room-is-too-noisy.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-room-is-too-noisy","v500-hote-acco-the-room-is-too-noisy","catalog-promoted","phrase","relation:3969d1525b298522","phrase_page","viet-phrase-v500-hote-acco-the-room-is-too-noisy","phrase_page","viet-phrase-hotel-checkout","next_step_after","Explore next","Authored Explore next row links these phrase pages.","3","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-room-is-too-noisy.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-room-is-too-noisy","v500-hote-acco-the-room-is-too-noisy","catalog-promoted","phrase","relation:d73c0a541fc9cd25","phrase_page","viet-phrase-v500-hote-acco-the-room-is-too-noisy","phrase_page","viet-phrase-hotel-4","next_step_after","Explore next","Authored Explore next row links these phrase pages.","4","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-room-is-too-noisy.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-safe-is-not-opening","v500-hote-acco-the-safe-is-not-opening","catalog-promoted","phrase","relation:77fdbd467fc6d5bb","phrase_page","viet-phrase-v500-hote-acco-the-safe-is-not-opening","phrase_page","viet-phrase-hotel-1","see_also","Useful nearby phrases","Authored Useful nearby phrases row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-safe-is-not-opening.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-safe-is-not-opening","v500-hote-acco-the-safe-is-not-opening","catalog-promoted","phrase","relation:be28c4740128206d","phrase_page","viet-phrase-v500-hote-acco-the-safe-is-not-opening","phrase_page","viet-phrase-hotel-3","next_step_after","Explore next","Authored Explore next row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-safe-is-not-opening.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-safe-is-not-opening","v500-hote-acco-the-safe-is-not-opening","catalog-promoted","phrase","relation:b6f5a7cf88cb2c20","phrase_page","viet-phrase-v500-hote-acco-the-safe-is-not-opening","phrase_page","viet-phrase-hotel-2","see_also","Useful nearby phrases","Authored Useful nearby phrases row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-safe-is-not-opening.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-safe-is-not-opening","v500-hote-acco-the-safe-is-not-opening","catalog-promoted","phrase","relation:ed7c5d1992960600","phrase_page","viet-phrase-v500-hote-acco-the-safe-is-not-opening","phrase_page","viet-phrase-hotel-quiet-room","next_step_after","Explore next","Authored Explore next row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-safe-is-not-opening.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-safe-is-not-opening","v500-hote-acco-the-safe-is-not-opening","catalog-promoted","phrase","relation:b2df344cc9e23175","phrase_page","viet-phrase-v500-hote-acco-the-safe-is-not-opening","phrase_page","viet-phrase-hotel-check-in-polite","see_also","Useful nearby phrases","Authored Useful nearby phrases row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-safe-is-not-opening.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-safe-is-not-opening","v500-hote-acco-the-safe-is-not-opening","catalog-promoted","phrase","relation:e79b565d1a4efbb5","phrase_page","viet-phrase-v500-hote-acco-the-safe-is-not-opening","phrase_page","viet-phrase-hotel-checkout","next_step_after","Explore next","Authored Explore next row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-safe-is-not-opening.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-safe-is-not-opening","v500-hote-acco-the-safe-is-not-opening","catalog-promoted","phrase","relation:8ce412f58a1b8065","phrase_page","viet-phrase-v500-hote-acco-the-safe-is-not-opening","phrase_page","viet-phrase-hotel-4","next_step_after","Explore next","Authored Explore next row links these phrase pages.","3","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-safe-is-not-opening.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-safe-is-not-opening","v500-hote-acco-the-safe-is-not-opening","catalog-promoted","phrase","relation:8c7bf20f8be8080f","phrase_page","viet-phrase-v500-hote-acco-the-safe-is-not-opening","phrase_page","viet-phrase-hotel-5","next_step_after","Explore next","Authored Explore next row links these phrase pages.","4","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-safe-is-not-opening.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-toilet-is-not-working","v500-hote-acco-the-toilet-is-not-working","catalog-promoted","phrase","relation:ec8cb2f8bcbb278e","phrase_page","viet-phrase-v500-hote-acco-the-toilet-is-not-working","phrase_page","viet-phrase-hotel-1","see_also","Useful nearby phrases","Authored Useful nearby phrases row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-toilet-is-not-working.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-toilet-is-not-working","v500-hote-acco-the-toilet-is-not-working","catalog-promoted","phrase","relation:f9f0c4cbeb281b12","phrase_page","viet-phrase-v500-hote-acco-the-toilet-is-not-working","phrase_page","viet-phrase-hotel-3","next_step_after","Explore next","Authored Explore next row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-toilet-is-not-working.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-toilet-is-not-working","v500-hote-acco-the-toilet-is-not-working","catalog-promoted","phrase","relation:71be5f91207248f7","phrase_page","viet-phrase-v500-hote-acco-the-toilet-is-not-working","phrase_page","viet-phrase-hotel-quiet-room","next_step_after","Explore next","Authored Explore next row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-toilet-is-not-working.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-toilet-is-not-working","v500-hote-acco-the-toilet-is-not-working","catalog-promoted","phrase","relation:e9c1a7c33eb40fb8","phrase_page","viet-phrase-v500-hote-acco-the-toilet-is-not-working","phrase_page","viet-phrase-hotel-2","see_also","Useful nearby phrases","Authored Useful nearby phrases row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-toilet-is-not-working.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-toilet-is-not-working","v500-hote-acco-the-toilet-is-not-working","catalog-promoted","phrase","relation:0e5aa7c858e58d66","phrase_page","viet-phrase-v500-hote-acco-the-toilet-is-not-working","phrase_page","viet-phrase-hotel-check-in-polite","see_also","Useful nearby phrases","Authored Useful nearby phrases row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-toilet-is-not-working.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-toilet-is-not-working","v500-hote-acco-the-toilet-is-not-working","catalog-promoted","phrase","relation:77dfee81a8fecacc","phrase_page","viet-phrase-v500-hote-acco-the-toilet-is-not-working","phrase_page","viet-phrase-hotel-checkout","next_step_after","Explore next","Authored Explore next row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-toilet-is-not-working.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-toilet-is-not-working","v500-hote-acco-the-toilet-is-not-working","catalog-promoted","phrase","relation:31c728175653a07b","phrase_page","viet-phrase-v500-hote-acco-the-toilet-is-not-working","phrase_page","viet-phrase-hotel-4","next_step_after","Explore next","Authored Explore next row links these phrase pages.","3","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-toilet-is-not-working.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-the-toilet-is-not-working","v500-hote-acco-the-toilet-is-not-working","catalog-promoted","phrase","relation:98afb39391fbb74e","phrase_page","viet-phrase-v500-hote-acco-the-toilet-is-not-working","phrase_page","viet-phrase-hotel-5","next_step_after","Explore next","Authored Explore next row links these phrase pages.","4","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-the-toilet-is-not-working.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-there-is-no-hot-water","v500-hote-acco-there-is-no-hot-water","catalog-promoted","phrase","relation:1643fac28fc60e1b","phrase_page","viet-phrase-v500-hote-acco-there-is-no-hot-water","phrase_page","viet-phrase-hotel-premium-no-hot-water","see_also","Useful nearby phrases","Authored Useful nearby phrases row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-there-is-no-hot-water.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-there-is-no-hot-water","v500-hote-acco-there-is-no-hot-water","catalog-promoted","phrase","relation:d28a326e6087881f","phrase_page","viet-phrase-v500-hote-acco-there-is-no-hot-water","phrase_page","viet-phrase-hotel-check-in-polite","next_step_after","Explore next","Authored Explore next row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-there-is-no-hot-water.json","","","","","not_started","","",""
"viet-phrase-v500-hote-acco-there-is-no-hot-water","v500-hote-acco-there-is-no-hot-water","catalog-promoted","phrase","relation:1be8e5b2b2c78721","phrase_page","viet-phrase-v500-hote-acco-there-is-no-hot-water","phrase_page","viet-phrase-hotel-3","next_step_after","Explore next","Authored Explore next row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/v500-hote-acco-there-is-no-hot-water.json","","","","","not_started","","",""
